link;name;location;company;vacancy_date;date_of_download;description
https://rabota.sber.ru/search/4209380;Data engineer (Управление валидации);г Москва;ПАО Сбербанк;2023-09-27;2023-10-15;"Мы – команда рисков и в нашей зоне ответственности следить за качеством разрабатываемых моделей, корректностью их работы в промышленной среде, а также качеством данных, на которых применяются математические модели группы Сбера.
Мы ищем DE, способного реализовать, оптимизировать и поддерживать код подготовки и проверки качества витрин данных, используемых в процессах предотвращения реализации модельного риска.
Обязанности
Создание и настройка автоматизированных скриптов сбора данных для мониторинга моделей.
Разработка и применение тестов для анализа качества собранных витрин.
Проведение проверок корректности сбора данных для разработки наиболее значимых моделей.
Расчет различных вариантов целевых показателей для продвинутого мониторинга моделей.
Реализация внутренних библиотек для автоматизации рабочих процессов
Взаимодействие с разработчиками моделей/витрин (DS/DE) с целью уточнения деталей сбора данных использованных для разработки и эксплуатации моделей машинного обучения.
Профилирование источников данных. Формирование рекомендаций и требований на доработку базового слоя витрин.
Требования
Высшее образование (техническое/математическое);
Знание SQL на высоком уровне, опыт работы с большими объемами данных;
Навыки программирования на SQL (обязательно), Python (уверенный пользователь);
Умение читать и разбираться в чужом коде;
Знание технологий Hadoop, Spark;
Навыки коммуникации и взаимодействия с контрагентами;
Аналитический склад ума, системное мышление, командная работа;
Умение работать в режиме многозадачности.
Условия
Ипотека выгоднее для каждого сотрудника и льготные условия кредитования;
Бесплатная подписка СберПрайм+;
Скидки на продукты компаний-партнеров;
ДМС с первого дня и льготное страхование для близких;
Корпоративная пенсионная программа;
Обучение за счет Компании: онлайн курсы в Виртуальной школе Сбера и неограниченный доступ к библиотеке, обучение в Корпоративном университете, Тренинги, митапы и возможность получить новую квалификацию."
https://rabota.sber.ru/search/4205045;Senior Data Engineer;г Москва;ПАО Сбербанк;2023-10-13;2023-10-15;"Работа в команде развития продукта ""Реестр описания данных"" над задачами использования ИИ (GigaChat) для автоматизированного формирования описания данных БД АС Банка (разработка LLM application)

""Реестр описания данных"" - один из базовых элементов системы управления данными Банка с функциями сбора, хранения, обработки и распространения метаданных Банка.

Наша команда состоит из: PO, Технического лида, системных аналитиков, разработчиков, тестировщиков, DevOps и Scrum мастера.
Обязанности
Исследование источников исходных данных в системах Сбера;
Проектирование и создание pipeline обработки данных;
Разработка LLM application.
Проектирование, создание, оптимизация структуры БД;
Тестирование и мониторинг качества данных;
Требования
Участие в проектах коммерческой разработки с использованием ИИ от 2х лет;
Отличное знание Python и SQL – опыт работы от 2х лет
Знание PostgreSQL, ORACLE, Hadoop;
Опыт работы с Kafka, Apache Ni-Fi, AirFlow.

Будет плюсом:

Опыт работы с Jenkins, OpenShift.
Уверенные знания об архитектуре и работе языков программирования
Опыт программирования на Python, Java.
Условия
офис - ст. м. Верхние Котлы/Нагатинская;
режим работы 5/2, возможен гибридный/удаленный формат;
достойный уровень оплаты труда (определяется по результатам собеседования);
высокие премии по результатам работы;
подписка СберПрайм+;
страхование жизни и здоровья для сотрудников (ДМС) и скидки на медицинскую страховку для родственников (после испытательного срока);
широкие возможности профессионального и карьерного роста;
обучение и повышение квалификации в Корпоративном Университете Сбербанка, на внутренних и внешних курсах, доступ к корпоративной библиотеке;
льготное кредитование в Сбербанке – возможность пользоваться премиальными продуктами Банка на специальных условиях (в т.ч. по ипотечным программам);
корпоративная пенсионная программа, основанная на паритетном участии сотрудника и Банка, которая даёт возможность удвоить добровольные пенсионные накопления и получать двойной инвестиционный доход (после года работы);
широкий спектр дисконт-программ, скидок и привилегий от компаний-партнёров;
корпоративные и благотворительные мероприятия («Зелёный марафон», Сбербанкиада, КВН, волонтёрские программы и т.д.);
современный комфортный офис: столовые предлагают вкусные завтраки, обеды, кофе-пойнты, прекрасно оборудованный тренажёрами спортивный комплекс."
https://rabota.sber.ru/search/4216489;Эксперт по цифровым технологиям аудита;г Санкт-Петербург;ПАО Сбербанк;2023-10-05;2023-10-15;"Сбер – это стабильность, забота о команде и профессиональный рост. У нас около 300 тысяч сотрудников и 14 тысяч подразделений по всей стране.
Обязанности
работа с базами данных, выгрузка информации по заданных критериям (сформированным другими сотрудниками отдела и/или самостоятельно)
документирование результатов проведенных проверок/мониторинга/анализа
подготовка отчетов по результатам проведенной работы
перед собеседованием необходимо выполнить тестовое задание
Требования
необходимы отличные навыки работы с SQL (аналитические функции, подзапросы, оптимизация запросов);
обязательно потребуются навыки работы с Python (написание, отладка и тестирование кода);
предполагается готовность работать в команде с использованием коллективных практик и стандартов работы с кодом и задачами (BitBucket, Jira, Confluence);
ожидаем трепетного отношения к аналитике данных и выводам из неё;
желателен опыт работы со стеком технологий Big Data (Hadoop, Spark, Hive);
опыт работы в качестве Data Engineer / Data Analyst приветствуется.
желателен опыт работы с Qlick Sense (разработка дашбордов, отчетов и аналитических приложений, знание форматов данных для QS (.qvd)
личные качества: творческий подход к работе, креативность, внимательность, активность, стрессоустойчивость, коммуникабельность, умение работать в команде и в условиях многозадачности, аналитические способности.
Условия
стабильный оклад, квартальные и годовая премии
рабочая неделя 36 часов
социальная поддержка сотрудников
официальное оформление с первого дня
расширенный ДМС с первого дня и льготное страхование для близких
корпоративное обучение за счет компании
бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других
корпоративная пенсионная программа
ипотека выгоднее на 4% для каждого сотрудника
рабочее место в офисе по адресу: СПб, Шафировский пр., 2"
https://rabota.sber.ru/search/4213979;Лидер проекта (Премиальные решения);г Москва;ПАО Сбербанк;2023-10-04;2023-10-15;"Наш проект DataDelivery - это проект по построению сервиса поставки данных пользователям трайба. Мы занимаемся построением и развитием хранилища данных, разработкой API , ETL, алгоритмов проверки и аналитики данных, а так же интеграцией различных сервисов в аналитическую платформу Сбера.

Про команду:
Мы - трайб Премиальные решения.
Наша цель - стать инструментом номер один для сотрудников по обслуживанию VIP клиентов Сбера.

Сейчас мы ищем Лидера Проекта – который вместе с командой будет:
Обязанности
·        Формировать бек-лог продукта и управлять приоритетами;
·        Согласовывать сценарии со смежными командами;
·        Согласовывать бизнес требования с заказчиками
·        Определять ключевые метрики продукта и контролировать их;
·        Быстро генерировать и проверять гипотезы
·        Ставить задачи команде разработки, UI/UX дизайнерам и смежным командам
·        Тиражировать решения
Требования
Имеете опыт работы в роли лидера команды разработки не менее 2-х лет;
Управляли командой и взаимодействовали со смежными командами;
Имеете опыт разработки стратегии продукта и декомпозирования ее в практические цели и задачи;
Знаете процесс продуктовой разработки с использованием различных методологий, проектирования и аргументирования продуктовых решений;
Структурно мыслите и умеете работать с конструктивным фидбеком;
Знаете конкурентов и смежные решения, чтобы учиться у них и быть впереди;
Опыт работы в роли Data Engineer (Hadoop, Greenplum, PostgreSQL) приветствуется
Условия
Гибкий график начала рабочего дня;
Уровень заработной платы определяем по итогам собеседования;
Команду профессионалов своего дела;
Возможность развития по направлениям;
ДМС с 1го дня работы;
Обучение и сертификацию за счет компании (в том числе обучение английскому языку компенсируется);
Очень много скидок от партнеров и не только;
Белую ЗП и премии;
Выстроенные процессы по адаптации, оценке и понятную систему роста в компании;
Наставника на период адаптации и богатую корпоративную жизнь, в которой можно участвовать по желанию
Сплоченную команду, agile коуча и scrum мастера, team building и помощь в Вашем развитии."
https://rabota.sber.ru/search/4211281;Исследователь данных;г Екатеринбург, Свердловская область;ПАО Сбербанк;2023-09-19;2023-10-15;"Дирекция инвестиционной экспертизы ПАО «Сбербанк» ищет data scientists, которые умеют решать нестандартные задачи, имеют проактивную жизненную позицию и готовы работать в кросс-территориальной команде (Москва, Санкт-Петербург, Нижний Новгород, Екатеринбург, Воронеж)
Что нужно делать:
Разрабатывать модели для прогноза поведения клиентов по продуктам Банка (в Python)
Проводить расчеты NPV продуктов Банка на основании прогнозных моделей
Участвовать в разработке и реализации методологии по расчету CLTV (Customer Lifetime Value) клиентов физических лиц
Работать с базами данных. Обрабатывать результаты используя Apache Spark.
Требования
Наличие высшего технического или экономического образования
Хорошее понимание эконометрики / практический опыт анализа данных
Опыт работы в области data science
Опыт работы с Hadoop, Apache spark
Знание корпоративных финансов.
Мы предлагаем
Официальное оформление с первого дня
Офис в центре города (Горького, 67). График работы 5/2 с 09:00-18:00
Льготные условия кредитования
ДМС с первого дня и льготное страхование для близких
Бесплатную подписку СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других
Корпоративную пенсионную программу
Обучение за счет компании: онлайн курсы в Виртуальной школе Сбера, возможность получить новую квалификацию
Стабильный оклад и премии по итогам работы
Корпоративный спортзал и скидки в спортзалы-партнеры (если есть на территории)."
https://rabota.sber.ru/search/4206153;Senior \ Lead MLops (ИСУ);г Москва;ПАО Сбербанк;2023-09-19;2023-10-15;"Команда продукта «Интеллектуальная система управления руководителя» занимается созданием продукта, разработка которого включает:
1. Data-решения для управленческих функций: витрины данных и базы знаний на основе множества источников структурированной и неструктурированной информации.
2. AI-сервисы для инструментов руководителя от идеи до промышленной эксплуатации, а именно:
- развитие голосового Виртуального Ассистента для помощи руководителю;
- классификация встреч/задач;
- умные цели по эффективности;
- автоматический график встреч сотрудника;
- извлечение главного из диалоговых последовательностей (голос, текст).
3. Решения с использованием сервисов партнеров экосистемы (Jazz, SberChat, Салют).
4. Трекер задач (аналог Trello), обеспечивающей управление задачами end2end: от планирования до мониторинга выполнения и поиска корневых причин.
5. Инструменты оценки встреч и обратной связи, реализующие принципы прозрачности в рамках follow-up менеджмента.

 Вызовы заключаются в определении единой MLOps-архитектуры (концептуальная арх-ра и microservices solution architecture) для деплоя AI-моделей продукта с учетом взаимосвязи между их входами и выходами.
Дополнительный вызов – исследование большого количества новых источников данных и участие в организации интеграционных взаимодействий в части доставки исходных данных до целевой платформы – получателя информации, а также создания единого централизованного хранилища различных данных под нужды микросервисов внутри продукта (сервисы аналитики, исполнения моделей). В задачи сотрудника входят:
- определение концептуальной и microservices solution архитектуры для обеспечения согласованной работы аналитических (в т.ч. AI) сервисов продукта с учетом требований к технологическому стеку внутри банка;
- подготовка решений на основе моделей и реализация MLOps-функции для деплоя моделей в промышленное окружение с учетом функциональных и нефункциональных требований;
- выстраивание единой схемы данных продукта с учетом основных требований к их доступности и согласованности для обеспечения исполнения моделей в режимах batch-processing и NRT;
- обработка новых источников данных;
- разработка сервисов загрузки данных из новых источников;
- выстраивание промышленных интеграций между источниками и получателем информации, включающее ETL-процессы, проектирование staging area и внутренней логики ЦХД от схем с сырьевыми данными до схем с конечными витринами с учетом требований отдельных функциональных подсервисов (в т.ч. AI-моделей) продукта.
Обязанности
 - сбор и спецификация функциональных и нефункциональных требований к промышленным решениям с использованием AI-моделей
- Поддержка инфраструктурного пайплайна AI решений
- оценка нагрузки и выбор систем хранения
- формирование технических требований для обеспечения масштабируемости, надежности и низкой задержки работы микросервисов
- разработка и актуализация микросервисной архитектуры с учетом одобренного тех. стека
- определение архитектурного data-ландшафта всего продукта
- реализация скриптов предобработки и загрузки данных в БД (Python, стандартные библиотеки для работы с данными)
- подготовка Python-скриптов к использованию в серверном окружении в рамках микросервисной архитектуры
- реализация логики обработки данных в БД Postgres (PL/pgSQL) и Greenplum
- организация интеграций с Централизованным ХД (Greenplum) в рамках ETL-пайплайнов
- Организация контейнеризации AI моделей
Требования
- контейнеризация: Docker, OpenShift
- Linux
- инструменты DevOps (MLOps): Git, Jira, Bitbucket, Nexus, Jenkins
- брокеры сообщений: Kafka, RabbitMQ
- ML System Design (от этапа scope refinement до модульного дизайна с выделением подсистем хранения и аналитики)
- сбор и спецификация требований к произвольному элементу data-ландшафта:
pipeline, DB, DWH (dim/lkp/fact/table, DDS/ODS, data mart)
- OLTP vs OLAP
- продвинутый уровень SQL (DDL, DML, DCL, TCL + диалекты T-SQL, PL/SQL, PL/pgSQL)
- SMP СУБД: Oracle, PostgreSQL и др.
- желателен опыт работы с MPP СУБД: Teradata, Greenplum и др.
- понимание работы основных ML моделей (классические модели, нейросети)
- желателен опыт разработки ML моделей и опыт работы с библиотеками Pytorch/Tensorflow, pandas, numpy, scikit-learn)
- опыт обработки больших объемов данных и распараллеливания вычислений
- ER-моделирование: инфологическая, даталогическая модели
- нормализация БД (3 НФ)
- знание ETL/ELT + ETL-инструменты: Apache NiFi/Airflow, Ab Initio, Informatica, Airflow
- знание ЯП Python: функциональный подход, ООП, библиотеки для анализа данных, WEB-фреймворки (Flask, Django и др.)
- ключевые архитектурные парадигмы построения детального слоя хранилищ данных (DDS DWH), а именно
Star/Snowflake Schema, Data Vault 1.0/2.0, Anchor Modelling
- логирование основных событий в БД, в том числе для выстраивания мониторинга и обеспечения контроля качества данных, а также управления модельным риском
- понимание фундаментальных различий основных видов NoSQL-решений: key-value, column-oriented, document-oriented, graph
- понимание работы с NoSQL-решениями: MongoDB, Elasticsearch, Firebase, Redis, Cassandra, Vertica, ClickHouse, Neo4j и др.
- файловые системы и объектные хранилища: HDFS, S3;
- желателен опыт работы с BI инструментами (Qlik Sense).
Условия
∙ хороший офис (AgileHome) рядом со станцией метро Кутузовская со всеми удобствами (столовые + множество кафе + кухни с холодильниками, кофемашинами и т.п; бесплатный спортзал; бесплатная подземная парковка на 1000+ мест; места для отдыха - настольный теннис, несколько playstation, кикер, бильярд)
∙ достойная заработная плата (оклад + премии)
∙ возможность работать с современным стеком технологий
∙ оформление по ТК РФ
∙ социальный̆ пакет (ДМС)
∙ огромный каталог образовательных программ, возможность обучения и сертификации за счет компании
∙ программа льготного кредитования в Сбербанке
∙ дисконт-программы от множества компаний партнеров
∙ возможность принять участие в других крупных и уникальных проектах Банка"
https://rabota.sber.ru/search/4212577;Junior QA Engineer (java) (SberStart);г Санкт-Петербург;АО Сбербанк-Технологии;2023-09-22;2023-10-15;"Мы приглашаем талантливых начинающих Junior QA Engineer (java) на программу SberStart!
Обязанности
В рамках программы у тебя будет возможность пройти уникальную программу адаптации, погрузиться в увлекательный мир коммерческой разработки, прокачать свои технические навыки на боевых задачах, пройти несколько стажировок и по итогам перейти в команду своей мечты.
Требования
Мы ожидаем, что ты:
понимаешь процессы QA и его роли в разработке программного обеспечения
знаешь теорию и методики тестирования
умеешь писать тесты на языке Java
знаешь инструменты для автоматизации Selenium, JUnit/TestNG
знаешь какие бывают реляционные БД на уровне понимания структуры и основных сущностей
знаком багтрекинговыми системами и системами управления тестированием (HP ALM, Atlassian Jira или аналогичными)
готов(а) работать полный рабочий день (40 часов в неделю).

Будет плюсом, если ты:
имеешь портфолио с реализованными проектами
Условия
официальное оформление по ТК РФ
ежемесячный фиксированный оклад
реальные задачи от лучших ИТ-команд Сбера
возможность получить дополнительное обучение и опыт.

Если ты готов, то
откликайся на вакансию
будь готов пройти тестирование и собеседование."
https://rabota.sber.ru/search/4111390;Senior Data Scientist;г Москва;ПАО Сбербанк;2023-01-16;2023-10-15;"Наша команда Департамента развития корпоративного бизнеса разрабатывает ML модели в следующих направлениях:
предотвращение оттока
оценка CLTV
омниканальная рекомендательная система
котирование кредитов и депозитов и т.д.
отраслевые модели
классификация комментариев, обратной связи
оценка силы связи в графе
Обязанности
В роли Senior Data Scientist вы будете отвечать за end-to-end процесс создания data-продукта, от исследования релевантных данных, построения и проверки гипотез, создания признаков до тестирования и подготовки готового продукта к промышленной эксплуатации
Требования
• Высшее образование в области компьютерных наук, статистики, прикладной математики или другой релевантной области
• Глубокое понимание статистических подходов и методов (регрессия, свойства распределений, проверка гипотез и их правильное использование) и опыт их применения
• Свободное владение основными DS библиотеками на Python (pandas, numpy, scikit-learn, pytorch, lightgbm)
• Опыт применения алгоритмов машинного обучения (GLM/Regression, Trees, Random Forest, Boosting), понимание их преимуществ, недостатков и ограничений
• Достойный уровень инженерной культуры (умение писать адекватный код за вменяемое время, использовать контроль версий)
• опыт с языком SQL, навыки работы с Apache Spark
• Английский язык (устный и письменный) как преимущество
• Опыт в распределённых/параллельных вычислениях с помощью следующих технологий: Hadoop, Spark, Dask и другие как преимущество
• Стремление вникнуть в бизнес соответствующей отрасли
• Умение общаться с бизнес-заказчиком, слышать собеседника и доказывать свою точку зрения
Условия
• Развитая IT архитектура
• Комфортный офис, большой выбор вариантов по питанию, бесплатный фитнес в офисе
• Скидки на продукты банка и экосистемы
• Постоянное развитие: обучающие курсы от лучших университетов и компаний (МФТИ, ВШЭ, NVIDIA и другие), участие в международных конференциях
• Развитое DS community, регулярные митапы, дайджесты и конференции"
https://rabota.sber.ru/search/4215995;Главный эксперт по цифровым технологиям аудита;г Москва;ПАО Сбербанк;2023-10-05;2023-10-15;"В команду Управления внутреннего аудита Сбера требуется специалист, который предложит идеи и обеспечит реализацию задач, связанных с развитием и внедрением наших решений.
Обязанности
организация и проведение проектов и спринтов по направлению Оценки эффективности Службы внутреннего аудита (роли Рroduct Оwner, Data Analyst и/или Data Scientist)
организация и участие в разработке и сопровождении информационной инфраструктуры, обеспечивающей деятельность Управления внутреннего аудита
организация и проведение командообразующих мероприятий, нацеленных на развитие персонала Управления внутреннего аудита
подготовка мультимедиа контента.
Требования
высшее образование (экономическое/ техническое/ физико-математическое/ по направлению ИТ)
опыт анализа больших объемов данных (BigData) с использованием методов ProcessMining
навык работы в Qlik Sense
навык разработки оболочек для сайтов/сервисов: JavaScript и/или HTML и/или CSS и/или Django
навык обработки данных: SQL и/или Python и его библиотеки
навык монтажа и создания видеоэффектов: Sony Vegas и/или Adobe Premier Pro, Adobe After Effect, Adobe Photoshop.


Знание английского языка будет преимуществом.
Работа в Сбере - это

стабильный оклад и социальная поддержка сотрудников
расширенный ДМС с первого дня для сотрудников и льготное страхование для близких
корпоративное обучение в Виртуальной школе Сбера, регулярные внутренние и внешние митапы
корпоративная пенсионная программа
современный офис с зонами отдыха и спортзалом
бесплатная подписка СберПрайм+ и скидки на продукты компаний-партнеров
ипотека выгоднее на 4% для каждого сотрудника."
https://rabota.sber.ru/search/4191306;Intern Data Scientist;г Москва;ПАО Сбербанк;2023-10-13;2023-10-15;"Наша команда занимается построением ML моделей. При реализации кейсов и проведении пилотов находится множество инсайтов, которые помогают делать процессы эффективнее. Для развития этих инсайтов ищем коллегу, в обязанности которого будет входить нахождение решений на стыке ML и классической аналитики

Перед командой стоят следующие вызовы:
- Прогнозные и причинно-следственные модели
- Аудио аналитика телефонных разговоров и записей взаимодействия с клиентами. В том числе перевод аудио в текст, вычленение эмоциональной подоплёки, определения лжецов
- Текстовая аналитика записей. В том числе конспект разговоров, вычленение необходимых сущностей, определение лжецов
- Гео аналитика клиентов. В том числе где и когда контактировать
- Оптимизация бизнес процессов с использованием инструментов process mining
Обязанности
Фулл стек DS.
От идей до оценки эффективности готового продукта. Работа ведётся при регулярном общении с бизнес-заказчиком.
Сервис и деплой на python разработчике.
Требования
*
Ищем людей владеющими необходимыми для выполнения описанных функций навыками:
Алгоритмами работы с табличными пространственными данными, временными рядами, аудио, текстами, гео процессами (опыт от 2 лет совокупно)
Python3, включая стек библиотек для работы с машинным обучением
Общением с бизнесом по проектам машинного обучения, ориентацией на бизнес результат, для senior дополнительный опыт управления проектами, в которых участвует несколько команд
sql, jupyter, pycharm, git, jira, confluence
Условия
комфортный офис на Кутузовском проспекте с тренажерным залом, коворкинг-пространствами и кафе;
полный рабочий день, но гибкий график работы (можно выбрать режим начала работы в промежутке 7:00 - 10:30);
ДМС, программы лояльности для сотрудников (льготное кредитование, предложения экосистемы Сбера);
комьюнити data-people, множество программ профессионального обучения (курсы, тренинги, конференции, семинары)."
https://rabota.sber.ru/search/4107077;Middle ML Engineer;г Москва;ПАО Сбербанк;2023-01-16;2023-10-15;"В команду сервиса “Новостной мониторинг” требуются Middle ML Engineer.

Мы занимаемся разработкой NLP моделей для анализа новостного потока, ключевые задачи: NER, entity linking, классификация. У нас открывается новое направление по OCR. Необходимо будет автоматизировать входящий поток документов в разных форматах.
Задачи:
Есть end-to-end real-time пайплайн обработки новостей - от парсинга до поставки пользователям. Внутри происходит много чего интересного, но не всегда оптимально. Ожидается, что грамотный MLE поможет нам с этим.
Есть задачи по организации хранения данных (сейчас сделано медленное хранилище в PostgreSQL, быстрое - ElasticSearch), по микросервисной архитектуре (есть много докер-контейнеров, можно попробовать все в кубер затащить) и по деплою моделей (хочется организовать автоматическую выкатку в torchserve через gitlab-ci + ansible)
Требования:
Уверенный Python, SOLID, умение разбираться в чужом коде
БД: PostgreSQL, знание ElasticSearch будет плюсом
ML/DL - sklearn/Pytorch, ￼знание transformers будет плюсом
Gitlab CI, Docker, ansible
Желательно иметь опыт заворачивания торчевых моделей в onnx/tensorrt
Условия:
ML Space для обучения моделей
Крупнейшее DS&AI community - более 600 DS банка, включая:
Регулярный обмен знаниями, опытом и лучшими практиками
Возможность переиспользования кода и библиотек из централизованного репозитория
Интерактивные лекции и мастер-классы от ведущих ВУЗов и экспертов технологических компаний
Дайджест о самых последних разработках в области DS&AI
Регулярные внутренние митапы"
https://rabota.sber.ru/search/4215927;Системный аналитик DWH;г Москва;ПАО Сбербанк;2023-10-03;2023-10-15;"О проекте
Создание витрин данных (на платформе Hadoop) для бизнес-целей подразделения Банка, отвечающего за кредитование малого и микро бизнеса.
Команда
Над проектом работает распределенная команда data-инженеров, data-аналитиков и разработчиков.
Обязанности
Анализ данных (в т.ч. профилирование), формирование документации к витринам данных
Поиск лучших решений совместно с командой, бизнес-заказчиками и методологами
Проектирование алгоритмов трансформации и постановка задач на разработку
Разработка тест-кейсов для всех типов тестирования (системное, функциональное, интеграционное)
Анализ дефектов, обнаруженных при эксплуатации витрин данных
Требования
Практические навыки и знание паттернов моделирования при построении систем класса DWH
Опыт сбора и GAP-анализа бизнес-требований
Знание SQL на уровне beginner --> middle
Опыт подготовки и согласования технической документации
Высшее техническое или экономическое образование
И самое главное – желание и любовь работать с данными
Будет здорово, если вы:

Участвовали в проектах по развитию DWH (Hadoop, GreenPlum, Oracle, Teradata etc)
Предпочитаете Jira и Confluence для организации работы
Обладаете широким кругозором в СУБД (включая noSQL, key-value и другие)
Работали на схожей позиции в другой финансовой организации и у вас есть понимание принципов работы банковского бизнеса и основных банковских продуктов
Условия
стабильная работа в самом крутом и большом банке страны;
прозрачная система бонусов и премий, достойная зарплата;
крутейший офис на м. Кутузовская с пуфиками, спорт-залом, пинг-понгом, бильярдом, массажными креслами и отличной столовой;
ДМС и льготные кредиты;
широкие возможности по обучению за счет компании;
мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы."
