link;name;location;level;company;date_of_download;description
https://www.tinkoff.ru/career/it/system-analysis/sistemnyj-analitik-frontmobile-v-tinkoff-investicii/;Системный аналитик на frontend и mobile в Тинькофф Инвестиции;Любой город;Middle;Тинькофф;2023-10-13;"Описание
Тинькофф Инвестиции — лидер среди брокеров по количеству активных клиентов. Мы работаем со всеми сегментами: от новичков до опытных трейдеров и премиум-клиентов. От других брокеров нас отличают удобное и функциональное приложение, постоянное развитие и запуск новых продуктов, у которых нет аналогов на рынке.

Сейчас перед нами стоят масштабные задачи по запуску нескольких брокеров в зарубежных юрисдикциях и масштабированию их в облачной инфраструктуре, глобализации социальных сервисов и сервисов привлечения клиентов, развитию учетных систем. Мы расширяем команду и ищем системных аналитиков на направления frontend и mobile.
Обязанности
Анализировать user-story и дизайны, формировать на их основе требования к командам мобильных и веб-разработчиков
Согласовывать требования с командой разработчиков API
Ставить задачи на разработку новой функциональности и доработку уже существующей
Поддерживать техническое описание в актуальном состоянии
Требования
Есть опыт работы системным аналитиком от 3 лет
Умеете проектировать клиент-серверные системы
Знаете специфику работы мобильных приложений, есть опыт работы с ними от 1 года
Понимаете принципы работы REST API
Знаете JSON
Владеете нотациями описания процессов: UML или BPMN
Знание одного из языков программирования и умение разбираться в коде будет плюсом
Мы предлагаем
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития «Тинькофф Апгрейд». Курсы, тренинги, вебинары и базы знаний. Поддержку менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Линейку льготных тарифов на продукты Тинькофф
Частичную компенсацию затрат на спорт
Сервисы для поддержки сотрудника по психологическим, юридическим и финансовым вопросам
Три дополнительных дня отпуска в год
Достойную зарплату — обсудим ее на собеседовании
Возможность работы в аккредитованной ИТ-компании"
https://www.tinkoff.ru/career/it/system-analysis/system-analyst-processing/;Системный аналитик в Процессинговый центр;Любой город;Middle;Тинькофф;2023-10-13;"Описание
Наша команда занимается автоматизацией процессов взаимодействия с партнерами Группы (таких как расчет, документооборот и выплаты).
Расчетный модуль является мастер-системой по партнёрскому тарифу.  Фактически, мы автоматизируем процессы взаимодействия с партнерами для каналов продаж Т- продуктов: кредитных/расчетных карт, кредитов, страховок, etc.
 Обязанности
Сбор и анализ бизнес требований по разработке новых и доработке текущих решений внутри Процессингового центра: банковский процессинг, расчетный модуль банка
Составление планов (проекта, договора, сдачи приёмки)
Согласование и формализация требований по разработке новых и доработке текущих решений
Составление технических заданий для специалистов по разработке
Формирование документации для сопровождения доработок
Анализ и устранение проблем, возникающих при эксплуатации
Участие в построении схем взаимодействий ведение справочников, тарифов, продуктов, услуг и общих настроек
Требования
Опыт работы системным аналитиком от 2 лет
Знание SQL и PL/SQL (Oracle 10g и выше)
Понимание интеграционных технологий
Опыт координирования разработки, тестирования и внедрения ПО
Высшее техническое образование
Навыки командной работы и умение быстро найти общий язык с коллегами
Английский язык — чтение технической литературы
Будет являться плюсом опыт работы в биллинговой системе, банковском процессинге, АБС, CRM
Мы предлагаем
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия
Достойную зарплату — обсудим ее на собеседовании
Возможность работы в аккредитованной ИТ-компании"
https://www.tinkoff.ru/career/it/system-analysis/sistemnyj-analitik-produkt-integration/;Системный аналитик (продукт Integration);Любой город, Удаленная работа;Middle;Тинькофф;2023-10-13;"Описание
На платформе TWork создаются почти все бизнес-процессы и процедуры в Тинькофф. Команда Integration разрабатывает high-load сервисы для Zero/Low-code интеграций и хранения данных, чтобы в платформе TWork бизнес-аналитики могли работать с данными и создавать процессы без участия разработчиков.

Мы делаем:
1. Proxy — сервис по выполнения асинхронных вызовов REST в gRPC, SOAP, Kafka на базе сетевых фреймворков Netty и Project Reactor
2. Aggregator — сервис по объединению и оркестрации REST-запросов из нескольких источников в одну ленту данных.
3. Entity Constructor — быстрое создание CRUD сервисов для БД без написания кода.
4. Различные адаптеры к kafka, которые дополняют функционал остальных сервисов

Предлагаем присоединиться к разработке высоконагруженного технического продукта с большим количеством интеграций. В команде 8 человек: 3 бэкенд и 1 фронтенд разработчик, продакт, тимлид, тестировщик и техсаппорт.
Стек: REST, Postman, Swagger, Angular, Java, Spring Boot, Redis, Kafka, PostgreSQL, Kubernetes, Confluence.
Обязанности
Общаться с заинтересованными лицами (заказчиками, пользователями, представителями других систем) для сбора и согласования требований.
Проектировать реализацию изменений в системе и взаимодействие между системами.
Проектировать структуру данных, описывать алгоритмы обработки данных, интерфейсов взаимодействия с данными.
Ставить задачи на разработку нужной функциональности в системах.
Координировать процессы разработки, тестирования, приемки и при необходимости введения в эксплуатацию.
Проводить ретроспективный анализ проделанной работы — все ли работает ли как ожидалось, решена ли первоначальная проблема, следить за метриками.
Вести документации проекта (требований, технических заданий, пользовательской документации).
Требования
Опыт работы системным аналитиком от 1,5 лет.
Знание основных нотаций (ER-диаграммы, sequence-диаграммы, BPMN);
Опыт проектирования интеграций (SOAP/REST, асинхронное взаимодействие). Составление контрактов, описание логики методов, использование Swagger.
Опыт работы с реляционными БД (PostgreSQL, Oracle). Уверенное знание SQL.
Понимание микросервисной архитектуры.
Будет плюсом, но, можем научить:
Знание какого-либо языка программирования или умение прочитать код.
Умение диагностировать проблемы по логам.
Мы предлагаем
Возможность работы в аккредитованной ИТ-компании удаленно или в офисе.
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким.
Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия
Бесплатные и вкусные обеды в Tinkoff Сafe.
Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары, базы знаний, поддержка менторов и наставников.
Достойный оклад + годовой бонус + ежегодную индексацию."
https://www.tinkoff.ru/career/it/system-analysis/system-analyst-1do/;Системный аналитик (1do);Любой город;Middle;Тинькофф;2023-10-13;"Описание
–
Обязанности
–
Требования
–"
https://www.tinkoff.ru/career/it/system-analysis/system-analyst-travel/;Системный аналитик в Тинькофф Путешествия;Любой город;Senior;Тинькофф;2023-10-13;"Описание
Тинькофф Путешествия — это экосистема путешествий Тинькофф. Мы построили собственное тревел-агентство по продаже авиабилетов с нуля и постоянно развиваем его. Клиенты Тинькофф могут бронировать не только авиабилеты, но и отели, а также подбирать онлайн-туры и покупать страховку. Все это они могут делать на удобной площадке: в мобильном приложении или на сайте.

Сейчас мы ищем в команду системного аналитика.
Обязанности
Сбор и анализ бизнес требований
Согласование и формализация требований по доработкам
Постановка задач разработчикам
Координация процесса разработки, тестирования, приемки и введения в эксплуатацию
Участие в построении архитектуры и схем взаимодействий
Проектирование модели данных, описание процесса и алгоритмов обработки данных
Требования
У вас есть высшее техническое образование
Участвовали в разработке информационных систем в качестве системного аналитика
У вас аналитический склад ума, вы готовы к интенсивной работе, ответственны, целеустремленны и умеете доводить задачи до конца
Будет плюсом знание GDS (Global Distribution System) и технологий и решений, применяемых в авиа- и тревел-индустрии
Желателен опыт работы с backend-сервисами (SOAP/REST/gRPC) и другими интеграционными протоколами
Мы предлагаем
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития «Тинькофф Апгрейд». Курсы, тренинги, вебинары и базы знаний. Поддержку менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Линейку льготных тарифов на продукты Тинькофф
Частичную компенсацию затрат на спорт
Сервисы для поддержки сотрудников по психологическим, юридическим и финансовым вопросам
Три дополнительных дня отпуска в год
Достойную зарплату — обсудим ее на собеседовании"
https://www.tinkoff.ru/career/it/system-analysis/sistemnyj-analitik-top/;Системный аналитик в TOP;Любой город;Middle;Тинькофф;2023-10-13;"Описание
Ищем системного аналитика в команду TOP — Tinkoff Origination Platform.

Origination — процесс открытия продукта, который начинается с интереса клиента (например, клиенту нужна банковская карта Tinkoff) и заканчивается утилизацией, т. е. клиент совершил первую покупку по карте. Наша команда занимается автоматизацией этих процессов для всех продуктов Тинькофф.

У Тинькофф много крутых продуктов и сложной бизнес логики по каждому из них. Удобство и скорость клиентских сервисов — наша основная задача. От нас зависит первое впечатление клиента о бренде Тинькофф.
Обязанности
Тесно общаться с бизнес заĸазчиĸами, погружаться в бизнесовую проблему
Проеĸтировать интеграции со сторонними системами
Формулировать ТЗ и специфиĸации разработчиĸам на основе выявленных бизнес требований
Взаимодействовать с другими участниĸами процесса разработĸи: тестировщиĸами, аналитиĸами, архитеĸторами, поддержĸой
Требования
Опыт работы системным аналитиĸом от 2 лет
Навыĸ систематизации и анализа большого объема информации и выявления взаимосвязей
Навык верхнеуровнего проектирования систем
Понимание, что таĸое SOAP и REST
Знаĸомство с нотациями UML и BPMN
Базовые навыĸи работы с базами данных, знание основ SQL
Умение читать ĸод на Java/Kotlin/C#/C++
Мы предлагаем
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия
Достойную зарплату — обсудим ее на собеседовании
Возможность работы в аккредитованной ИТ-компании"
https://www.tinkoff.ru/career/it/system-analysis/sistemnyj-analitik-v-upravlenie-platezhnyh-tehnologij/;Системный аналитик в Управление платежных технологий;Любой город;Middle;Тинькофф;2023-10-13;"Описание
Приглашаем тебя присоединиться к команде платежных технологий Тинькофф.
С помощью коллег тебе предстоит разобраться в большом количестве интеграций и систем, познакомиться с платежными сервисами.
У тебя есть отличная возможность проявить себя, ведь системный аналитик в Тинькофф общается с продактами «на ты», ведет свои задачи от постановки до релиза, участвует во встречах «3 Амиго», находит лучшее решение поставленной задачи и отстаивает его.
Обязанности
Сбор и анализ бизнес требований
Формирование скоупа работ и составление плана проекта
Проработка интеграционного взаимодействия
Согласование и формализация требований по доработкам
Составление ТЗ
Координация процесса разработки, тестирования, приемки и введения в эксплуатацию
Требования
Опыт работы системным аналитиком от 2 лет
Опыт разработки спецификаций и постановок задач на создание/модификацию информационных систем с описанием API, модели данных, архитектуры и бизнес-процессов
Опыт изучения документов и сторонних спецификаций при подготовке технических заданий
Понимание принципов построения высоконагруженных систем
Знание SQL
Понимание REST/ SOAP/ Очередей
Мы предлагаем
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия
Достойную зарплату — обсудим ее на собеседовании
Возможность работы в аккредитованной ИТ-компании"
https://www.tinkoff.ru/career/it/system-analysis/sistemnyj-analitik-v-bankovskie-produkty/;Системный аналитик в Банковские продукты;Любой город;Senior;Тинькофф;2023-10-13;"Описание
Мы в Тинькофф ищем системного аналитика на проект дебетовых и кредитных карт 🤑 Здесь ведется разработка системы ведения жизненного цикла карт и клиентских договоров, реализации логики тарифов банковских продуктов, а также обработки платежных транзакций и их учета. 

Высоконагруженная база данных, миграция на микросервисную архитектуру, NoSQL/Inmemory решения — всё это ждет тебя в проекте! 
Обязанности
Сбор и анализ бизнес требований 
Согласование и формализация требований по разработке новых и доработке текущих решений, а также организация и проведение необходимых для этого переговоров с заказчиком и другими структурными подразделениям
Составление технических заданий для команды разработчиков 
Участие в построении схем взаимодействий между системами
Участие в составлении планов (проекта, контракта)
Формирование документации для сопровождения доработок
Анализ и устранение проблем, возникающих при эксплуатации
Требования
Опыт в качестве системного аналитика от 3-х лет
Знания SQL на уровне написания средних/сложных запросов
Опыт проектирования интеграций, архитектуры и БД
Опыт с брокерами сообщений, будет плюсом если знаком с Kafka 
Опыт описания в BPMN и UML
Умение схематически, понятно документировать процессы и алгоритмы
Мы предлагаем
Работу в офисе или удаленно — по договоренности
Профессиональное развитие — вы получите доступ к библиотеке с технической литературой, тренингами и мастер-классами для сотрудников
Заботу о здоровье — оформим полис ДМС со стоматологией и страховку от несчастных случаев, а также предложим льготное страхование вашим близким
Компенсацию такси, парковки и 50% затрат на спорт от стоимости абонемента
Компенсацию обедов, а если захотите перекусить, на каждом этаже есть кухня с чаем, кофе и фруктами
Достойную зарплату — обсудим ее на собеседовании"
https://www.tinkoff.ru/career/it/system-analysis/sistemnyj-analitik-union/;Системный аналитик;Любой город;Middle;Тинькофф;2023-10-13;"Описание
Тинькофф Банк — это один из самых успешных и громких финтех проектов, когда-либо осуществленных в России. Сейчас у нас открыты позиции сразу в нескольких направлениях — Lifestyle-сервисы, банковский бэк (в том числе процессинг, АБС, эквайринг, PRM), SME, Открытие новых продуктов, Инвестиции и многое другое.
Обязанности
Сбор и анализ бизнес требований, взаимодействие с бизнес-заказчиком
Обеспечение интеграционного взаимодействия систем
Составление ТЗ для разработчиков
Участие в построении архитектуры и схем взаимодействий
Создание структур данных, описание алгоритмов обработки данных
Требования
Опыт работы системным аналитиком от 2 лет
Навыки декомпозиции процессов и написания технических заданий
Навык верхнеуровнего проектирования систем
Опыт работы с SOAP/REST/gRPC, брокерами сообщений
Владение нотациями описания процессов (UML/BPMN)
Знание SQL, опыт проектирования БД будет плюсом

Технологии/инструменты
Микросервисная архитектура; REST/gRPC; Kafka/RabbitMQ; SQL; UML/BPMN
Детали могут варьироваться от проекта
Знание какого-либо языка программирования и умение разбираться в коде будет плюсом
Мы предлагаем
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия
Достойную зарплату — обсудим ее на собеседовании
Возможность работы в аккредитованной ИТ-компании"
https://www.tinkoff.ru/career/it/system-analysis/sistemnyj-analitik-v-tinkoff-strahovanie-middlesenior/;Системный аналитик в Тинькофф Страхование (Middle/Senior);Любой город;Senior;Тинькофф;2023-10-13;"Описание
За последние 3 года клиенты оформили в Тинькофф Страховании 16 млн полисов! Мы занимаем 1-е место в рейтинге страховых портала Banki.ru.Для достижения наших бизнес и IT целей мы расширяем команду и ищем опытных системных аналитиков!
Обязанности
Разработка новых страховых продуктов и развитие существующих;
Сбор, анализ, формализация и согласование бизнес требований;
Проектирование структур данных, описание алгоритмов обработки данных;
Составление ТЗ для разработчиков;
Координация процессов разработки, тестирования, приемки и введения в эксплуатацию;
Актуализация и сопровождение документации;
Участие в построении внутренней архитектуры систем и схем интеграционного взаимодействия.
Требования
Высшее техническое образование;
Опыт самостоятельного проектирования интеграционных интерфейсов;
Опыт управления требованиями;
Опыт проектирования интеграций через брокеры сообщений;
Желательно умение читать код.
Мы предлагаем
Достойная зарплата — обсудим ее на собеседовании;
Забота о здоровье. Оформим полис ДМС со стоматологией;
Офис, гибрид или удаленка — по договоренности;
Платформа обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний;
Поддержка менторов и наставников, программа роста и развития внутри компании;
Компенсация затрат на спор и питание;
Возможность работы в аккредитованной ИТ-компании."
https://www.tinkoff.ru/career/it/soprovozhdenie-podderzhka/specialist-otdela-soprovozhdeniya-v-bankovskij-processing/;Специалист отдела сопровождения в банковский процессинг;Любой город;Middle;Тинькофф;2023-10-13;"Описание
Тинькофф — это на самом деле не только Тинькофф банк, а Тинькофф банк, Тинькофф бизнес, Тинькофф инвестиции, Тинькофф мобайл, Тинькофф страхование, Тинькофф Junior, Тинькофф Путешествия, Тинькофф Журнал и Тинькофф Образование. Мы собрали команду талантливых людей, которые сделали компанию лидером на рынке финансовых технологий с самой дружелюбной круглосуточной онлайн поддержкой!
Процессинговый центр Тинькофф обрабатывает миллионы транзакций наших клиентов в сутки. Наши сервисы должны соответствовать высочайшим стандартам надежности и быстродействия. Поэтому сейчас мы ищем специалистов для усиления команды сопровождения процессинга.
Обязанности
Помощь команде в расследовании инцидентов путем применения уже имеющихся инструкций и написания новых — получишь опыт работы с продуктами Сonfluence (Wiki и Jira)
Поиск возможных мест оптимизации процессов
Написание сложных запросов в БД Oracle и PostgreSQL — научишься анализировать большие объемы данных, станешь «на ты» c PL/SQL Developer и Aginity/DBeaver
Устранение последствий сбоев в платежном/эквайринговом модулях процессингового центра, модуле расчетов с партнерами (на текущий момент у нас в сопровождении более 20 систем, периодически добавляются новые)
Коммуникация со смежными подразделениями и партнерами банка
Требования
Опыт работы на аналогичной должности в банке или процессинге от 2-х лет
Умение писать сложные SQL запросы (объединение, группировка, сортировка, анализ плана запросов)
Навыки написания PL/SQL кода
Базовые знания принципов работы, требований и технологий автоматизированных банковских систем, процессинга пластиковых карт, эквайринга
Мы предлагаем
Возможность работы в аккредитованной ИТ-компании
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия
Достойную зарплату — обсудим ее на собеседовании"
https://www.tinkoff.ru/career/it/soprovozhdenie-podderzhka/specialist-helpdesk/;Специалист Helpdesk;Иннополис, Москва, Новосибирск, Омск, Пермь;Senior;Тинькофф;2023-10-13;"Описание
Тинькофф — это на самом деле не Тинькофф банк, а Тинькофф банк, Тинькофф бизнес, Тинькофф инвестиции, Тинькофф мобайл, Тинькофф страхование, Тинькофф Junior, Тинькофф Путешествия, Тинькофф Журнал и Тинькофф Образование! Мы собрали команду талантливых людей, которые сделали компанию лидером на рынке финансовых технологий с самой дружелюбной круглосуточной онлайн поддержкой!
Обязанности
Обслуживание и установка рабочих мест, выдача оборудования
Установка и настройка клиентского ПО
Выполнение запросов в сфере ответственности 2-й линии
Первичная диагностика и устранение массовых сбоев, в рамках своей компетенции
Ведение базы данных по решению инцидентов
Решение сложных задач в работе
ПО сетевых доступов и прав пользователей
Поддержка внутренних сервисов
Работы над проектами и внедрение новых сервисов
Прием, учет, организация ремонта выдаваемого оборудования
Мониторинг систем
Замена расходников в оргтехнике
Требования
Отличное знание ОС семейства Windows и офисных продуктов Microsoft
Базовые знания и пользовательский опыт работы с Apple MacOS
Опыт администрирования рабочих станций и ноутбуков
Опыт обслуживания компьютерной и оргтехники
Знание основ TCPI/IP и базовых сетевых протоколов DHCP, VPN, VLAN, DNS, Proxy, Firewall
Понимания принципов работы гипервизоров. и терминальной роли, RemoteApp
Знание Active Directory на уровне пользователей, компьютеров, групп и NTFS разрешений
Опыт работы с системами конференций и видеосвязи
Хорошие коммуникативные навыки
Умение быстро находить причину и локализовать неисправность
Способность к документированию и обучению
Мы предлагаем
Возможность работы в аккредитованной ИТ-компании
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия
Достойную зарплату — обсудим ее на собеседовании"
https://www.tinkoff.ru/career/it/soprovozhdenie-podderzhka/specialist-tehnicheskoj-podderzhki-c-sql/;Специалист технической поддержки c SQL;Любой город;Middle;Тинькофф;2023-10-13;"Описание
Тинькофф — это на самом деле не Тинькофф банк, а Тинькофф банк, Тинькофф бизнес, Тинькофф инвестиции, Тинькофф мобайл, Тинькофф страхование, Тинькофф Junior, Тинькофф Путешествия, Тинькофф Журнал и Тинькофф Образование! Мы собрали команду талантливых людей, которые сделали компанию лидером на рынке финансовых технологий с самой дружелюбной круглосуточной онлайн поддержкой!
Обязанности
Участвовать в поддержке и создании качественных сервисов, которые помогают работать сотрудникам
Решать инциденты, с которыми сталкиваются сотрудники при использовании внутренних сервисов.
Для решения потребуется диагностировать и воспроизводить ошибки, оценивать массовость и влияние, искать обходные решения. Ставить задачи командам разработки и контролировать их исполнение.
Реагировать на события мониторинга и обрабатывать их.
Оптимизировать процессы поддержки для ускорения решения и уменьшения влияния проблем, проявлять проактивный подход,
Требования
Опыт работы в поддержке от 1 года
Аналитический склад ума, самостоятельность, логика
Опыт работы с системами сбора логов (graylog, kibana, splunk)
Умение писать и читать SQL запросы (базовый уровень)
Знание теории анализа (преимущество)
Знание технологий HTTP (S), REST, JSON, SOAP (преимущество), WEB технологии (плюсом будет инструменты Chrome Dev Tools)
Базовые знания теории тестирования (преимущество)
Знание английского на уровне A2 и выше
Мы предлагаем
Возможность работы в аккредитованной ИТ-компании
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Бесплатный фитнес-зал или компенсацию затрат на спортивные занятия
Достойную зарплату — обсудим ее на собеседовании"
https://www.tinkoff.ru/career/it/testirovanie/qa-auto-javascript/;Инженер по автоматизации на JavaScript;Любой город;Middle;Тинькофф;2023-10-13;"Описание
В Тинькофф мы создаем и развиваем десятки высоконагруженных сервисов. А QA-команда делает так, чтобы все работало без сбоев 24/7. Каждый день мы проводим сотни тестов и проверяем десятки гипотез, чтобы создавать продукты, которые нравятся клиентам.

Это вакансия для тех, кто готов работать с кодом, разрабатывать фреймворки, настраивать CI и автоматизировать развертывание тестовых окружений. Мы стремимся автоматизировать всю работу, создаем инструменты и инфраструктуру для написания автотестов, используем Playwirght, Pupeeteer, Wdio, Jest.
Обязанности
Разрабатывать и поддерживать автотесты на проекте
Развивать и совершенствовать решения для автоматизации
Взаимодействовать с продуктовыми командами
Самостоятельно проводить функциональное и исследовательское тестирование сервиса
Анализировать и тестировать требования
Вести и развивать тестовую документацию
Требования
Есть опыт функционального тестирования от года
Есть опыт работы с опорой на автоматизированные тесты
Умеете писать код на любом из популярных языков программирования и хотите писать на JavaScript
Хотите погружаться в технические нюансы реализации сервиса
У вас системное мышление и хорошие аналитические навыки
Есть опыт настройки CI/CD с помощью TeamCity/Jenkins/GitLab
Мы предлагаем
Работу в офисе или удаленно — по договоренности
Платформу обучения и развития Тинькофф Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии
Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким
Линейку льготных тарифов на продукты Тинькофф
Частичную компенсацию затрат на спорт
Сервисы для поддержки сотрудника по психологическим, юридическим и финансовым вопросам
Три дополнительных дня отпуска в год
Достойную зарплату — обсудим ее на собеседовании"
