link;name;location;company;date;description
https://rabota.sber.ru/search/4215995;Главный эксперт по цифровым технологиям аудита;г Москва;ПАО Сбербанк;05 октября 2023;"В команду Управления внутреннего аудита Сбера требуется специалист, который предложит идеи и обеспечит реализацию задач, связанных с развитием и внедрением наших решений.
Обязанности
организация и проведение проектов и спринтов по направлению Оценки эффективности Службы внутреннего аудита (роли РroductОwner (PO), DataAnalyst (DS) и/или Data Scientist (DS)
организация и участие в разработке и сопровождении информационной инфраструктуры, обеспечивающей деятельность Управления внутреннего аудита
организация и проведение командообразующих мероприятий, нацеленных на развитие персонала Управления внутреннего аудита
подготовка мультимедиа контента.
Требования
высшее образование (экономическое/ техническое/ физико-математическое/ по направлению ИТ)
опыт анализа больших объемов данных (BigData) с использованием методов ProcessMining
навык работы в Qlik Sense
навык разработки оболочек для сайтов/сервисов: JavaScript и/или HTML и/или CSS и/или Django
навык обработки данных: SQL и/или Python и его библиотеки
навык монтажа и создания видеоэффектов: Sony Vegas и/или Adobe Premier Pro, Adobe After Effect, Adobe Photoshop.


Знание английского языка будет преимуществом.
Работа в Сбере - это

стабильный оклад и социальная поддержка сотрудников
расширенный ДМС с первого дня для сотрудников и льготное страхование для близких
корпоративное обучение в Виртуальной школе Сбера, регулярные внутренние и внешние митапы
корпоративная пенсионная программа
современный офис с зонами отдыха и спортзалом
бесплатная подписка СберПрайм+ и скидки на продукты компаний-партнеров
ипотека выгоднее на 4% для каждого сотрудника."
https://rabota.sber.ru/search/4207650;ML разработчик (команда СберСпасибо);г Москва;ПАО Сбербанк;15 сентября 2023;"Мы ищем талантливого молодого ML-разработчика, чтобы вместе разрабатывать и выводить в production модели для более 60 млн клиентов программы лояльности СберСпасибо. В нашей команде семь специалистов, все студенты или выпускники МФТИ.

Кандидат должен обладать техническим складом характера и широким кругозором, самостоятельностью, знанием высшей математики и статистики, опытом разработки моделей машинного обучения, знать SOTA архитектуры, любить и уметь писать качественный код на Python.
Обязанности
Полный цикл разработки и внедрения ML-моделей — от постановки задачи до внедрения модели в highload prod на регламент

- Применение статистических методов для проверки гипотез и валидации эффекта от внедрения ML-моделей

- Взаимодействие с бизнес-заказчиками и data engineers, напрямую, без посредников

- Непрерывное обучение, участие в соревнованиях на Kaggle в составе команды

- Внедрение современных инструментов в культуру совместной разработки
Требования
-Студент (от 3-го курса) или выпускник технического ВУЗа

- Не менее полгода работы/стажировки на позиции ML-разработчика

- Знание Python, следование стандартам PEP 8, в разработке ориентируемся на Google python style guide

- Знание SQL и устройства баз данных

- Опыт разработки в фреймворках на выбор Tensorflow / Pytorch / Pytorch Lightning. Знание numpy.

- Знание и опыт применения базовых ML-алгоритмов, современных архитектур NN

- Интерес к MLOps и DWH — Docker / k8s, Airflow, FastAPI, MLFlow, Kafka, Redis, Greenplum, MongoDB, Clickhouse

- Уверенное владение UNIX
Условия
-Возможность совмещать с учебой / аспирантурой, 50% команды учится

- Годовая премия, карьерный и зарплатный рост. Все преимущества Сбера для сотрудников (льготная ипотека и кредитование, скидки, современный офис).

- Разработка по Agile (scrum)

- Минимум бюрократии, прямые коммуникации с бизнес-заказчиками

- Выделенный доступ к GPU-кластеру

- Бесплатные курсы, в том числе на платформе Udemy, участие в соревнованиях Kaggle"
https://rabota.sber.ru/search/4203732;Senior Data Analyst Private Banking;г Москва;ПАО Сбербанк;01 октября 2023;"В команде Private Banking открыта вакансия Senior Data Analyst  для участия в проектах по развитию технологической платформы
Обязанности
Проведение анализа и постановка информационно-технологических задач по настройке алгоритмов расчетов, настройке систем, поддержанию отчетов
Участие в разработке БТ/ДБТ проектов
Взаимодействие со стороны бизнеса с ИТ подразделениями банка
Взаимодействие с командами департамента и командами других блоков с целью развития клиентской и управленческой отчетности
Разработка и внедрение аналитических форм и инфографики по результатам деятельности Департамента и сегментированию клиентов
Разработка и развитие клиентской и управленческой отчетности
Проведение план-факт анализа
Требования
Высшее образование в области финансов, экономики или управления
Опыт работы с большими массивами данных, разработка продуктов (Agile), построение отчетов, разработка финансовых моделей
IT: Excel (продвинутый уровень), SQL, работа с большими массивами данных, BI-иструменты (SAP BI, Qlik Sense, PowerBI, Tableau)
Понимание финансовых инструментов, торговли на фондовом рынке и инвестиций. Глубокое понимание рынка и продуктов, предоставляемых клиентам Private Banking, работы фронтальных интерфейсов, бэк-офисных подразделений по проведению транзакций клиентов, определения дохода транзакций и принципов учета
Умение планировать деятельность по направлению развития технологической платформы
Навыки ведения проектной деятельности
Высокие организаторские навыки, координации многочисленных команд
Уровень английского языка – не ниже intermediate.
Условия
Стабильный оклад и социальная поддержка сотрудников
Работа в офисе по адресу Соймоновский проезд, дом 5
Расширенный ДМС с первого дня и льготное страхование для близких
Регулярное корпоративное и внешнее обучение
Бесплатная подписка СберПрайм+ и скидки на продукты компаний-партнеров
Корпоративная пенсионная программа
Ипотека выгоднее на 4% для каждого сотрудника"
https://rabota.sber.ru/search/4215927;Системный аналитик DWH;г Москва;ПАО Сбербанк;03 октября 2023;"О проекте
Создание витрин данных (на платформе Hadoop) для бизнес-целей подразделения Банка, отвечающего за кредитование малого и микро бизнеса.
Команда
Над проектом работает распределенная команда data-инженеров, data-аналитиков и разработчиков.
Обязанности
Анализ данных (в т.ч. профилирование), формирование документации к витринам данных
Поиск лучших решений совместно с командой, бизнес-заказчиками и методологами
Проектирование алгоритмов трансформации и постановка задач на разработку
Разработка тест-кейсов для всех типов тестирования (системное, функциональное, интеграционное)
Анализ дефектов, обнаруженных при эксплуатации витрин данных
Требования
Практические навыки и знание паттернов моделирования при построении систем класса DWH
Опыт сбора и GAP-анализа бизнес-требований
Знание SQL на уровне beginner --> middle
Опыт подготовки и согласования технической документации
Высшее техническое или экономическое образование
И самое главное – желание и любовь работать с данными
Будет здорово, если вы:

Участвовали в проектах по развитию DWH (Hadoop, GreenPlum, Oracle, Teradata etc)
Предпочитаете Jira и Confluence для организации работы
Обладаете широким кругозором в СУБД (включая noSQL, key-value и другие)
Работали на схожей позиции в другой финансовой организации и у вас есть понимание принципов работы банковского бизнеса и основных банковских продуктов
Условия
стабильная работа в самом крутом и большом банке страны
прозрачная система бонусов и премий, достойная зарплата
крутейший офис на м. Кутузовская с пуфиками, спорт-залом, пинг-понгом, бильярдом, массажными креслами и отличной столовой
ДМС и льготные кредиты
широкие возможности по обучению за счет компании
мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы."
https://rabota.sber.ru/search/4215832;Системный аналитик;г Москва;ПАО Сбербанк;03 октября 2023;"Мы разрабатываем Платформу Кибербезопасности – это набор технологических сервисов для создания аналитических продуктов Кибербезопасности и работы с большими данными, с использованием стека технологий BIG DATA, Data flow analytics, AI. Все наши решения строятся на OpenSource решениях
Обязанности
· Проектирование и разработка платформенных сервисов Платформы Кибербезопасности
· Участие в разборе дефектов
· Проектирование UI платформенных сервисов: api, форм и сценариев использования
· Выработка оптимальных технических решений с учетом всех факторов и специфики бизнеса
· Способность предлагать варианты реализации и брать на себя ответственность за результат
· Участие в обязательных встречах команд
Требования
Высшее техническое образование (прикладная математика, компьютерные технологии)
∙ Опыт работы в области информационных технологий не менее 3 (трех) лет
∙ Опыт разработки технической документации
∙ Опыт проектирования модели данных реляционного хранилища
∙ Опыт проектирования и работы с REST-сервисами
∙ Хорошие знания реляционных баз данных, архитектур хранилищ данных
∙ Уверенные знания SQL (PortgreSQL, Oracle)
∙ Способность анализировать чужой код
∙ Знание основ теории алгоритмов, теории баз данных, теории систем и системного анализа, основ безопасности информации
∙ Умение сформулировать и поставить задание для разработки программного обеспечения
∙ Знакомство с банковской предметной областью
Будет плюсом:
∙ Опыт работы со стеком Hadoop: HDFS, Yarn, Hive, Spark
∙ Опыт постановки задач на разработку ETL процессов с использованием стека Hadoop
∙ Навыки работы с key-value хранилищами noSQL: Elasticsearch
∙ Знания в области машинного обучения
Условия
Уникальная возможность поработать над интересным, крупным проектом
Профессиональный рост в дружной команде профессионалов
ДМС, страхование от случаев, корпоративные мероприятия
Программа льготного кредитования в Сбербанке
Дисконт-программы от компаний партнеров"
https://rabota.sber.ru/search/4216067;Ведущий инженер по сопровождению;г Москва;ПАО Сбербанк;04 октября 2023;"Ищем Главного инженера по сопровождению в команду Support Data ИТ B2C. Наше подразделение отвечает за один из важнейших ключевых элементов – создание единого профиля клиента Банка
Обязанности
·      Внедрение и сопровождение автоматизированных систем (развертывание тестовых стендов, организация и проведение приемо-сдаточных испытаний автоматизированных систем (АС), внедрение АС в промышленную эксплуатацию, мониторинг АС, поиск причин, приводящих к ошибочным операциям и инцидентам в работе АС, и организация работ по их устранению, проведение регламентных работ, предусмотренных эксплуатационной документацией АС)
·      Администрирование АС
·      Участие в проектах по развитию АС
·      Взаимодействие с другими IT подразделениями банка
·      Согласование проектных документов (Концептуальная архитектура автоматизированных систем, Функциональные требования, Технические задания, Эксплуатационные требования) в части внедрения и сопровождения автоматизированных систем
Требования
·      Знание и понимание основ программирования, основных сетевых протоколов
·      Навыки развертывания и администрирования приложений в облачной инфраструктуре (OpenShift, Kubernetes)
·      Знание и понимание основ работы с контейнерами (docker)
·      Понимание основ ITIL, ITSM
·      Опыт работы с ОС на базе ядра Linux
·      Опыт внедрения и сопровождения автоматизированных систем класса MDM (желательно)
·      Написание скриптов (bash, python)
·      Знание DevOps-инструментов (Jenkins, Bitbucket, Ansible)
Условия
·      стабильный оклад и социальную поддержку сотрудников
·      расширенный ДМС с первого дня работы для сотрудников и льготная медицинская страховка для близких
·      ипотека выгоднее на 4 п.п. и льготные условия кредитования для каждого сотрудника
·      бесплатную подписку СберПрайм+, скидки на продукты компаний-партнеров: Сбер Маркет, Самокат, Сбер Еаптека и других
·      корпоративная пенсионная программа
·      корпоративное обучение за счет компании
·      реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей
·      официальное оформление с первого дня
·      корпоративный спортзал и скидки в спортзалы-партнеры
·      скидки на продукты Сбера и компаний экосистемы
·      мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы!"
https://rabota.sber.ru/search/4209467;Эскперт по клиентскому опыту;г Москва;ПАО Сбербанк;19 сентября 2023;".
Обязанности
·     исследование пользовательского опыта
·     формирование и проверка продуктовых гипотез
·     разбор обращений и клиентов
·     настройка и сбор метрик
·     подготовка бизнес требований к продукту
·     работа в команде
·     постановка задач смежным командам, контроль и приемка результатов
·     организация и проведение ПСИ
·     подготовка обучающих материалов для пользователей
Требования
·     высшее техническое/экономическое образование
·     работа по Agile
·     знание основных этапов разработки жизненного цикла ПО
·     навыки презентации
·     навыки сбора и консолидации данных
·     способность принимать решения на основе данных, применение data-driven подхода
·     развитые коммуникативные навыки
·     умение отстаивать свою точку зрения.
Условия
совершенно новый, современный IT-офис на м. Кутузовская (офисный режим работы на период исп. срока, после возможен гибрид)
полностью укомплектованное рабочее место
интересные, сложные, амбициозные задачи
возможность профильного обучения (обучение и сертификация за счёт компании)
профессиональный рост в молодой и сильной команде
стабильная, конкурентная «белая» заработная плата (оклад + премии)
льготные условия по кредитам СберБанка
ДМС, страхование от несчастных случаев, социальные гарантии, корпоративные мероприятия
тренажёрный зал."
https://rabota.sber.ru/search/4211538;Руководитель проектов (внедрение AI в сегменте В2С);г Москва;ПАО Сбербанк;26 сентября 2023;"В команду развития искусственного интеллекта в B2C ищем Владельца продукта\Руководителя проектов. Команда занимается внедрением передовых технологий AI в продукты сегмента В2С, начиная с целеполагания и дорожной карты до расчёта эффектов от внедрения.
Нужно будет оркестировать работу около 6 юнитов сегмента В2С, погрузиться в мир DSов, чтобы разговаривать с ними на одном языке и выстраивать взаимодействие со всеми участниками процесса внедрения AI.
Тебе предстоит:
внедрять лучшие практики ИИ в продукты сегмента В2С
разрабатывать дорожную карту, считать метрики, анализировать эффекты от внедрений, защищать их на комитетах
ревьюить процессы, бэнчмарки
выстраивать взаимодействие с юнитами и командами Data Science для совместной работы над внедрениями новых фичей
мониторить как юниты развивают ИИ, искать точки роста
анализировать большой объём данных (Excel)
Мы ждём от тебя:
высшее техническое образование (ведущие ВУЗы)
опыт работы в роли Руководитель проектов\Product owner\Product manager на проектах связанных с AI от 2 лет
опыт управления всеми этапами жизненного цикла продукта и понимание процесса разработки продукта, софта и основных метрик, влияющих на успешность
умение выстраивать партнёрские отношения с кросс-функциональными командами и умение добиваться результата от команд, которые не находятся в прямом подчинении
искренний интерес к сфере искусственного интеллекта
отличное знание Excel и PowerPoint
Мы предлагаем:
стабильный оклад и социальная поддержка сотрудников
работа в лучшем офисе страны по версии Best Office Awards 2022
расширенный ДМС с первого дня и льготное страхование для близких
регулярное корпоративное и внешнее обучение
бесплатная подписка СберПрайм+ и скидки на продукты компаний-партнеров
спортзал прямо в офисе
корпоративная пенсионная программа
ипотека выгоднее на 4% для каждого сотрудника"
https://rabota.sber.ru/search/4211524;Project Manager Sber AI Lab;г Москва;ПАО Сбербанк;20 сентября 2023;"Ищу менеджера проектов по управлению исследовательскими Data Science проектами в области искусственного интеллекта (анализ данных, машинное обучение).
Обязанности
Взаимодействие с исследовательской группой, систематизация их исследований
Организация и выстраивание процессов управления командой: целеполагание, планирование и каскадирование проектов бэклога исследований по целям, систематизация процессов ведения исследования и результатов, контроль сроков, отчетность
Управление пулом инфраструктуры и вычислительных мощностей команды (сбор потребностей, контроль эксплуатации в пределах команды)
Контроль пайплайна исследований, отчётная работа
Управление бюджетами проектов
Оценка и учет рисков, препятствующих выполнению целей команды.
Превращение исследований в прототипы продуктов, MVP, формирование стратегии продвижения продукта
Требования
Опыт управления проектами, предпочтительно - разработки ПО в области ИТ-, телекома, банкинга в бизнесе, финансах.
Владение инструментами проектного управления: Microsoft Project, Trello, Jira совместной разработки и их аналогов: Wiki (Conflence и аналоги), GitHub, BitBucket.
Знание стандартов проектного управления РМВОК, CRISP-DM, принципов Agile, Scrum и умение их совмещать и применять к исследовательским проектам
Понимание современных принципов управления продуктами: подготовка питчей,
Опыт работы с корпоративной коммуникацией
Опыт участия в международных исследовательских проектах
Опыт работы в стартапах или в перспективных R&D подразделениях с запуском продуктов на технологических рынках


· Будет плюсом:

Опыт реализации проектов в области ИИ, разработка продуктов на основе ИИ, участие в хакатонах, акселерационных программах, подготовка питчей и опыт привлечения инвестиционных средств в продукт
Знание аспектов охраны интеллектуальной собственности, работы с персональными данными.
Условия
Уникальные масштабные проекты, работа в приоритетном направлении,
Достойная заработная плата (оклад + годовая премии)
Современные рабочие места и программное обеспечение
ДМС, корпоративная пенсионная программа, страхование от несчастных случаев, социальные гарантии, корпоративные мероприятия
Дружный и высококвалифицированный коллектив
Комфортный офис Sbergile Home с оупенспейсами, лаунж зонами, кафе, рестораном и оборудованными кухнями
Современный спортзал
Гибридный график (офис + удаленка)"
https://rabota.sber.ru/search/4209484;Java разработчик (ЦАРС);г Самара, Самарская область;ПАО Сбербанк;05 октября 2023;"Централизованный̆ Архивный̆ Сервис Сбербанка, представляет собой семейство продуктов, обеспечивающих процессы хранения документов Банка. У нас хранятся все документы всех отделений банка: электронные, физические и не только. Мы знаем, когда, где, во сколько и через чьи руки проходил документ по пути от отделения в хранилище и из хранилища в утилизацию. В наших хранилищах, расположенных по всей территории России, трудятся 1000 человек и сотни роботов, и - да, мы используем полностью автоматизированные хранилища с разреженным воздухом.
Нашим продуктом пользуются тысячи сотрудников Банка и внешних контрагентов для того, чтобы найти нужные документы и получить оригиналы или копии документов. А еще наш Архив выполняет контроль оформления документов и своевременности поступления документов в Архив.
Продукт является облачным решением в контейнерной̆ среде, построен в микросервисной архитектуре и активно развивается. Вся наша разработка разбита на множество кросс-функциональных команд, в каждой̆ из которых есть представители разных функций – аналитики, разработчики, специалисты по качеству, продуктовые менеджеры. Команда формируется вокруг определённой̆ части сервиса, а её состав определяется направлением деятельности.
Обязанности
участие в разработке микросервисов АС ЦАРС
покрытие написанного кода тестами
отработка, выявленных инструментами сканирования кода, уязвимостей в написанном коде
создание достаточно сложных SQL запросов.
Требования
опыт разработки на Java от 1 года
опыт работы со Spring Boot 2.x, Spring MVC, Spring Data JPA/Hibernate
опыт работы с инструментами управления разработкой и рабочими процессами (Jira, Confluence, Bitbucket и т.п.)
опыт работы с БД на уровне написания запросов c join’ами и группировками (Oracle, PostgreSQL)
знание современных подходов к процессам разработки.
Будет плюсом:

Умеете анализировать план запроса, оптимизировать запросы к БД.
Условия
стабильный оклад и социальная поддержка
официальное оформление с первого дня
возможность работать удалённо / гибридно
расширенный ДМС с первого дня и льготное страхование для близких
обучение в Виртуальной школе и Корпоративном университете Сбера
бесплатная подписка СберПрайм+ и скидки от компаний-партнеров
ипотека выгоднее на 4% для каждого сотрудника."
https://rabota.sber.ru/search/4214433;Senior Java разработчик;г Москва;ПАО Сбербанк;28 сентября 2023;"Serverless ETL - это ETL инструмент, предназначенный для обработки сложных вычислений на пакетных и потоковых данных в рамках бизнес-задач анализа данных и принятия Data-driven решений. В основе лежат оптимизированные под инфраструктуру и потребности Сбера движки Trino и Flink.
Обязанности
Мы ищем специалиста, способного выстроить процесс разработки ядра нашего инструмента:

Разработка ядра Serverless ETL (Java)
Проектирование технической реализации оптимизаций движка
Оптимизация Serverless ETL для работы в OpenShift (Kubenetes)
Лидирование процесса разработки ядра Serverless ETL
Требования
Опыт работы с Hadoop, Postgress, GreenPlum, ClickHouse (одно из перечисленного)
Уверенные знания Java 17
Уверенные знания инструментов DevOps
Опыт разработки от 4-х лет

Будет плюсом:

Опыт разработки платформенных компонентов
Знания и опыт работы c Trino, Presto, Flink, Spark, Kubernetes
Разработка платформенных сервисов для пакетной и потоковой обработки данных
Опыт разработки с распределенными вычислительными системами
Разработка высоконагруженных и отказоустойчивых систем
Опыт пакетной или потоковой обработки данных
Условия
Режим работы: 5/2, возможен гибридный режим после 3х месяцев работы
Офис Новоданиловская набережная 10. БЦ ""Даниловский форт""
Отсутствие строгого дресс-кода
Уровень заработной платы, который зависит от ваших технических знаний и навыков, состоит из оклада и годового премирования
Премирование: годовое, с учетом результатов работы команды
Социальный пакет: ДМС, спортзал, страхование жизни, возможность обучаться за счет компании, посещение корпоративного санатория в Крыму одному или с семьей
Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем рады увидеть вас в команде!"
https://rabota.sber.ru/search/4217904;SQL разработчик;г Москва;ПАО Сбербанк;09 октября 2023;"Ищем человека, который готов организовывать оптимальную работу с данными, внедрять технологии и актуальные концепции для хранения данных, принимать участие в разработке и готов быть наставником для младших сотрудников, в том числе лидировать направление BI (метрики и КПЭ в рамках банковских процессов).
Обязанности
Разработка и поддержка автоматизированных ETL/ELT процессов (создание интеграционного взаимодействия с источниками данных, настройка регулярных загрузок данных)
Миграция БД, миграция отчетности на разные инструменты
Сбор, обработка и парсинг ""сырых"" данных
Поддержка и развитие хранилища данных, оптимизация работы БД
Разработка BI-отчетности.
Требования
Уверенные знания SQL/оконные функции/CTE, процедурный язык PostgreSQL/Greenplum
Опыт работы с Apache NiFi
Опыт работы с BI-инструментами: Report Builder, PowerBI, QlikSense, Superset
Опыт работы с PostgreSQL в качестве DE/DBA
Знание основных понятий и концепций из области Data Warehousing
Опыт разработки витрин данных

Будет плюсом:

Опыт работы с LiquidBase в рамках создания пайплайна БД между контурами DEV/PROM
Наличие опыта разработки на Python
Опыт планирования в рамках полугодий/кварталов
Опыт работы с Kafka/
Условия
Стандартный график работы (09:00–18:00), но с гибким подходом + сокращённый рабочий день по пятницам (до 16:45)
Достойный уровень оплаты труда (определяется по результатам собеседования)
Премирование по итогам года
Бесплатное обслуживание зарплатной карты категории «Gold»
Страхование жизни и здоровья для сотрудников (ДМС) и скидки на медицинскую страховку для родственников (после испытательного срока)
Широкие возможности профессионального и карьерного роста
Обучение и повышение квалификации в Корпоративном Университете Сбербанка, на внутренних и внешних курсах, доступ к корпоративной библиотеке
Льготное кредитование в Сбербанке – возможность пользоваться премиальными продуктами Банка на специальных условиях (в т.ч. по ипотечным программам)
Корпоративная пенсионная программа, основанная на паритетном участии сотрудника и Банка, которая даёт возможность удвоить добровольные пенсионные накопления и получать двойной инвестиционный доход (после года работы)
Широкий спектр дисконт-программ, скидок и привилегий от компаний-партнёров
Корпоративные и благотворительные мероприятия («Зелёный марафон», Сбербанкиада, КВН, волонтёрские программы и т.д.)
Современный комфортный офис: столовые предлагают вкусные завтраки, обеды, кофе-пойнты, прекрасно оборудованный тренажёрами спортивный комплекс
Бассейн в 2 минутах ходьбы
Офис: БЦ «Южный Порт» (10 минут пешком от ст. м. Кожуховская)."
https://rabota.sber.ru/search/4204942;Senior Java Developer;г Москва;ПАО Сбербанк;09 октября 2023;"Работа в команде развития продукта ""Реестр описания данных"" над задачами использования ИИ (GigaChat) для автоматизированного формирования описания данных БД АС Банка (разработка LLM application)

""Реестр описания данных"" - один из базовых элементов системы управления данными Банка с функциями сбора, хранения, обработки и распространения метаданных Банка.
Обязанности
Проектирование и разработка микросервисов (бизнес-логика, интеграция)
Проектирование, создание, оптимизация структуры БД
Разработка LLM application.
Требования
Коммерческая разработка на Java от 5х лет с использованием типовых шаблонов проектирования
Участие в разработке solution архитектуры
Проектирование, создание, оптимизация структуры БДК
Создание микросервисов
Работа по Agile
Знание Java 8/11 (Spring Boot, Spring JPA, Spring JDBC, Spring Data, Spring Web)
Знание PostgreSQL
Опыт работы с Hibernate, Maven, Gradle, Kafka, JUnit, Mockito
SOAP, REST, XML, JSON, HTTP(S)
Знание OpenShift, Jenkins
Типовые шаблоны проектирования.
Условия
офис - ст. м. Верхние Котлы/Нагатинская
режим работы 5/2, возможен гибридный/удаленный формат
достойный уровень оплаты труда (определяется по результатам собеседования)
высокие премии по результатам работы
подписка СберПрайм+
страхование жизни и здоровья для сотрудников (ДМС) и скидки на медицинскую страховку для родственников (после испытательного срока)
широкие возможности профессионального и карьерного роста
обучение и повышение квалификации в Корпоративном Университете Сбербанка, на внутренних и внешних курсах, доступ к корпоративной библиотеке
льготное кредитование в Сбербанке – возможность пользоваться премиальными продуктами Банка на специальных условиях (в т.ч. по ипотечным программам)
корпоративная пенсионная программа, основанная на паритетном участии сотрудника и Банка, которая даёт возможность удвоить добровольные пенсионные накопления и получать двойной инвестиционный доход (после года работы)
широкий спектр дисконт-программ, скидок и привилегий от компаний-партнёров
корпоративные и благотворительные мероприятия («Зелёный марафон», Сбербанкиада, КВН, волонтёрские программы и т.д.)
современный комфортный офис: столовые предлагают вкусные завтраки, обеды, кофе-пойнты, прекрасно оборудованный тренажёрами спортивный комплекс."
